names,labels,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308
CormorantUnicase-Ligh,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,89,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,165,143,116,94,79,84,96,110,83,46,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,121,220,205,163,128,107,115,132,158,156,116,53,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,135,199,78,31,9,7,8,17,40,169,208,170,42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,56,101,114,30,7,0,0,0,3,13,110,184,216,83,21,0,0,0,0,0,0,0,0,0,0,0,0,0,85,71,46,5,0,0,0,0,0,3,68,160,237,108,36,0,0,0,0,0,0,0,0,0,0,0,0,0,97,47,3,0,0,0,0,0,0,2,51,146,238,116,41,0,0,0,0,0,0,0,0,0,0,0,0,0,26,12,1,0,0,0,0,0,0,3,64,156,234,89,23,0,0,0,0,0,0,0
DuruSans-Regular,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118,255,255,255,255,255,255,255,255,255,255,255,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,219,219,219,219,219,219,219,219,221,247,255,169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,9,9,9,9,9,9,9,47,208,245,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,138,241,185,8,0,0,0,0,0,0,0,0
NotoSansGujarati-Medium,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17,67,107,102,59,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,89,218,255,255,255,254,205,76,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,91,246,252,240,227,226,239,252,233,84,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,226,253,220,110,24,22,103,212,252,208,34,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,255,241,134,2,0,0,2,111,231,255,115,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,152,255,224,67,0,0,0,0,31,197,254,196,7,0,0,0,0,0,0,0
Sarabun-Italic,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,82,177,221,248,238,190,93,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,202,255,255,236,210,241,255,255,174,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,232,255,229,77,1,0,2,111,255,255,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,190,255,236,30,0,0,0,0,0,163,255,240,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,255,255,102,0,0,0,0,0,0,98,255,255,48,0,0,0,0,0,0
Stylish-Regular,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,79,174,225,247,243,211,138,43,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,121,202,231,246,253,251,242,220,167,80,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,115,210,250,207,158,137,149,191,247,237,162,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,188,248,220,117,43,13,30,94,208,245,224,140,14,0,0,0,0,0,0,0,0,0,0,0,0,0,6,156,238,229,152,17,0,0,0,14,126,220,255,195,55,0,0,0,0,0,0,0,0,0,0,0,0,0,52,191,253,202,70,8,0,0,0,5,49,195,255,213,116,0,0,0,0,0,0,0,0,0,0,0,0,0,102,209,252,181,22,2,0,0,0,1,12,174,249,228,165,0,0,0,0,0,0
Chathura-Thin,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,32,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,21,32,45,63,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,52,81,106,109,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,27,53,49,46,76,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,25,43,22,6,54,84,0,0,0,0,0,0,0,0,0,0,0,0
NotoSansDevanagari-ExtraBold,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,82,158,194,190,153,73,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,44,187,254,255,255,255,255,254,191,50,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,194,255,255,255,255,255,255,255,255,209,38,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,117,255,255,255,245,222,218,240,254,255,255,154,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,208,255,255,249,177,50,32,145,239,255,255,244,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,250,255,255,226,101,0,0,48,198,255,255,255,105,0,0,0,0,0,0,0
CevicheOne-Regular,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,25,38,41,47,55,66,78,92,107,123,141,159,123,60,0,0,0,0,0,0,0,0,0,0,0,0,0,53,136,190,191,193,195,198,202,206,211,215,221,226,179,93,0,0,0,0,0,0,0,0,0,0,0,0,0,75,187,255,255,255,255,255,255,255,255,255,255,255,215,122,0,0,0,0,0,0,0,0,0,0,0,0,0,80,197,255,255,255,255,255,255,255,255,255,255,255,233,144,0,0,0,0,0,0,0,0,0,0,0,0,0,89,213,255,255,255,255,255,255,255,255,255,255,255,249,165,4,0,0,0,0,0,0,0,0,0,0,0,0,99,230,255,255,255,255,255,255,255,255,255,255,255,254,178,28,0,0,0,0
Padauk-Regular,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,229,255,255,255,255,255,255,255,255,215,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,230,255,211,181,174,174,174,174,174,147,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,231,255,132,56,40,40,40,40,40,34,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,232,255,102,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,62,233,255,92,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,233,255,82,26,49,66,64,43,13,0,0,0,0,0,0,0,0,0
BigShouldersText-Regular,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,201,252,244,243,249,237,77,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,250,188,82,70,154,239,195,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,234,93,0,0,51,207,243,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,230,78,0,0,37,201,255,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,221,230,76,0,0,32,199,255,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,222,230,75,0,0,27,197,255,23,0,0,0,0,0,0,0,0,0
HindMysuru-Bold,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,255,255,255,255,255,255,255,255,255,255,255,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111,111,111,111,111,111,111,130,191,255,255,252,233,0,0,0,0,0,0,0
